metabolites,species,fluxes
ac,A1R12,7.74041282950066
ac,G2R10,-7.74041282950066
acald,A1R12,8.60479503651307
acald,G2R10,-8.60479503651307
ala__D,A1R12,2.97180934609908
ala__D,G2R10,-2.97180934609908
ala__L,A1R12,4.41164431619859
ala__L,G2R10,-4.41164431619859
arg__L,A1R12,-0.00757861678131703
arg__L,G2R10,0.00757861678131703
asp__L,A1R12,-5.63431112170526
asp__L,G2R10,5.63431112170526
cit,A1R12,-9.98521140597864
cit,G2R10,-0.0147885940213577
co2,A1R12,7.01696906979402
co2,G2R10,11.5011553247292
etoh,A1R12,-12.0371793366592
etoh,G2R10,12.0371793366592
glu__L,A1R12,5.19474057352182
glu__L,G2R10,-5.19474057352182
gly,A1R12,-0.0663930929233874
gly,G2R10,0.0663930929233874
h2s,A1R12,0.233027368585226
h2s,G2R10,-0.233027368585226
ile__L,A1R12,0.275135465703842
ile__L,G2R10,-0.275135465703842
leu__L,A1R12,0.426659839461869
leu__L,G2R10,-0.426659839461869
pyr,A1R12,-9.42567296958991
pyr,G2R10,9.42567296958991
ser__L,A1R12,-0.00934647047341858
ser__L,G2R10,0.00934647047341858
succ,A1R12,9.98481130158212
succ,G2R10,-9.98481130158212
thr__L,A1R12,-0.0182951830847489
thr__L,G2R10,0.0182951830847489
val__L,A1R12,0.401286453216079
val__L,G2R10,-0.401286453216079
