metabolites,species,fluxes
ac,A1R12,18.2654649300671
ac,D3R19,-28.2654649300671
acald,A1R12,-24.1031182856223
acald,D3R19,24.1031182856223
ala__D,A1R12,4.62655440416707
ala__D,D3R19,-4.62655440416707
ala__L,A1R12,6.95057265666769
ala__L,D3R19,-6.95057265666769
anhgm,A1R12,0.00111453569580662
anhgm,D3R19,-0.00111453569580662
asp__L,A1R12,-1.43903572481045
asp__L,D3R19,1.43903572481045
co2,A1R12,2.09259751571558
co2,D3R19,7.7729960238139
etha,D3R19,0.0109903581765436
etoh,A1R12,5.68842615859084
etoh,D3R19,-5.68842615859084
g3pe,A1R12,0.0109903582451807
g3pe,D3R19,-0.0109903582451807
glu__L,A1R12,-0.358456772333305
glu__L,D3R19,0.358456772333305
gly,A1R12,-0.503710889510596
gly,D3R19,0.503710889510596
gthox,A1R12,1.89533159611531
gthox,D3R19,-1.89533159611531
gthrd,A1R12,-3.79066319223063
gthrd,D3R19,3.79066319223063
h2o2,A1R12,-1.89533159611531
h2o2,D3R19,1.89533159611531
h2s,A1R12,-0.055602413677496
h2s,D3R19,0.055602413677496
pyr,A1R12,-12.5772580980021
pyr,D3R19,12.5772580980021
val__L,A1R12,0.00974404008237151
val__L,D3R19,-0.00974404008237151
