metabolites,species,fluxes
ac,A1R12,0.929683495292693
ac,G2R10,-10.9296834952927
acald,A1R12,2.33221651012551
acald,G2R10,-2.33221651012551
ala__D,A1R12,1.37392027660183
ala__D,G2R10,-1.37392027660183
ala__L,A1R12,2.04238981509511
ala__L,G2R10,-2.04238981509511
arg__L,A1R12,-0.00286450592294621
arg__L,G2R10,0.00286450592294621
asp__L,A1R12,-0.0491246461060992
asp__L,G2R10,0.0491246461060992
co2,A1R12,0.693284100890308
co2,G2R10,2.70860901035087
etoh,A1R12,-3.43942855039032
etoh,G2R10,3.43942855039032
glu__L,A1R12,-0.00917455948352663
glu__L,G2R10,0.00917455948352663
gly,A1R12,-0.021574467492893
gly,G2R10,0.021574467492893
h2s,A1R12,0.0933807290410556
h2s,G2R10,-0.0933807290410556
ile__L,A1R12,0.110254647461317
ile__L,G2R10,-0.110254647461317
leu__L,A1R12,0.170974796235126
leu__L,G2R10,-0.170974796235126
lys__L,A1R12,-0.00332323631817003
lys__L,G2R10,0.00332323631817003
pyr,A1R12,-4.22883220104228
pyr,G2R10,4.22883220104228
ser__L,A1R12,-0.00353270534746535
ser__L,G2R10,0.00353270534746535
thr__L,A1R12,-0.11463248238426
thr__L,G2R10,0.11463248238426
ura,A1R12,-0.00320348162486137
ura,G2R10,0.00320348162486137
val__L,A1R12,0.160806954920037
val__L,G2R10,-0.160806954920037
