metabolites,species,fluxes
ac,A1R12,52.9151756916535
ac,D3R19,-52.9151756916535
acald,A1R12,-70.3417417264354
acald,D3R19,70.3417417264354
ala__D,A1R12,12.7544373940877
ala__D,D3R19,-12.7544373940877
ala__L,A1R12,19.1833044680739
ala__L,D3R19,-19.1833044680739
anhgm,A1R12,0.00110155296251946
anhgm,D3R19,-0.00110155296251946
asp__L,A1R12,-14.1251697596509
asp__L,D3R19,14.1251697596509
cit,A1R12,-9.99982798148937
co2,A1R12,17.1015804641599
co2,D3R19,14.3560559041811
etha,D3R19,0.010862338858906
etoh,A1R12,18.1001835252496
etoh,D3R19,-18.1001835252496
g3pe,A1R12,0.010862338858906
g3pe,D3R19,-0.010862338858906
glu__L,A1R12,8.95647328272577
glu__L,D3R19,-8.95647328272577
gly,A1R12,-1.46614365790476
gly,D3R19,1.46614365790476
gthox,A1R12,3.32226851250962
gthox,D3R19,-3.32226851250962
gthrd,A1R12,-6.64453702501925
gthrd,D3R19,6.64453702501925
h2o2,A1R12,-3.32226851250962
h2o2,D3R19,3.32226851250962
h2s,A1R12,-0.161841103448508
h2s,D3R19,0.161841103448508
pyr,A1R12,-35.9150313527402
pyr,D3R19,35.9150313527402
succ,A1R12,9.98955707473119
succ,D3R19,-9.98955707473119
val__L,A1R12,0.00963053606988925
val__L,D3R19,-0.00963053606988925
