metabolites,species,fluxes
LalaDgluMdapDala,A1R12,0.0625215281932543
LalaDgluMdapDala,D2M19,-0.0625215281932543
ac,A1R12,6.46812904342073
ac,D2M19,-6.46812904342073
acald,A1R12,-6.53967590045977
acald,D2M19,6.53967590045977
ala__L,A1R12,3.7767753884848
ala__L,D2M19,-3.7767753884848
anhgm,A1R12,0.0625215281932543
anhgm,D2M19,-0.0625215281932543
arg__L,A1R12,-0.00286450592294621
arg__L,D2M19,0.00286450592294621
asp__L,A1R12,-11.4436950668753
asp__L,D2M19,11.4436950668753
cgly,A1R12,-0.0215744674926837
cgly,D2M19,0.0215744674926837
cit,A1R12,-9.90761181942356
cit,D2M19,-0.0923881805764388
co2,A1R12,13.6481668330468
co2,D2M19,19.274083276371
etoh,A1R12,1.5087254066328
etoh,D2M19,-1.5087254066328
glu__L,A1R12,9.76858048323952
glu__L,D2M19,-9.76858048323952
gthox,A1R12,2.36375494347292
gthox,D2M19,-2.36375494347292
gthrd,A1R12,-4.72750988694583
gthrd,D2M19,4.72750988694583
h2o2,A1R12,-2.36375494347292
h2o2,D2M19,2.36375494347292
h2s,A1R12,0.0191915272845955
h2s,D2M19,-0.0191915272845955
ile__L,A1R12,-0.00281353803107468
ile__L,D2M19,0.00281353803107468
lac__D,A1R12,-0.0625215281932543
lac__D,D2M19,0.0625215281932543
leu__L,A1R12,-0.0043630277964613
leu__L,D2M19,0.0043630277964613
pyr,A1R12,-6.5777212140674
pyr,D2M19,6.5777212140674
rib__D,A1R12,0.702472509105685
rib__D,D2M19,-0.702472509105685
succ,A1R12,9.90746059111281
succ,D2M19,-9.90746059111281
thr__L,A1R12,-0.00245675310378393
thr__L,D2M19,0.00245675310378393
val__L,A1R12,0.550969367116344
val__L,D2M19,-0.550969367116344
